0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '112'}","{'key': 'revenues', 'value': '26412'}","{'key': 'revChange', 'value': '20.5'}","{'key': 'profits', 'value': '-38'}","{'key': 'prftChange', 'value': '-105.7'}","{'key': 'assets', 'value': '298513'}","{'key': 'totSHEqty', 'value': '22447'}","{'key': 'mktVal', 'value': '11264.2'}","{'key': 'prftPctSls', 'value': '11264.2'}","{'key': 'prftPctAsts', 'value': ''}","{'key': 'prftPctSHEqty', 'value': '-0.2'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Hartford Financial Services Group, Inc.'}"
"{'key': 'rank', 'value': '113'}","{'key': 'revenues', 'value': '26121.2'}","{'key': 'revChange', 'value': '3.6'}","{'key': 'profits', 'value': '-368.6'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '7364.3'}","{'key': 'totSHEqty', 'value': '-2586.8'}","{'key': 'mktVal', 'value': '1717.3'}","{'key': 'prftPctSls', 'value': '1717.3'}","{'key': 'prftPctAsts', 'value': '-5'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rite Aid Corporation'}"
"{'key': 'rank', 'value': '114'}","{'key': 'revenues', 'value': '25957'}","{'key': 'revChange', 'value': '4.4'}","{'key': 'profits', 'value': '783'}","{'key': 'prftChange', 'value': '21.4'}","{'key': 'assets', 'value': '202450'}","{'key': 'totSHEqty', 'value': '16175.8'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.4'}","{'key': 'prftPctSHEqty', 'value': '4.8'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northwestern Mutual Life Insurance Company,Inc.'}"
"{'key': 'rank', 'value': '115'}","{'key': 'revenues', 'value': '25878.4'}","{'key': 'revChange', 'value': '11.6'}","{'key': 'profits', 'value': '1906.7'}","{'key': 'prftChange', 'value': '27.4'}","{'key': 'assets', 'value': '9511.9'}","{'key': 'totSHEqty', 'value': '3665.9'}","{'key': 'mktVal', 'value': '33842.4'}","{'key': 'prftPctSls', 'value': '33842.4'}","{'key': 'prftPctAsts', 'value': '20'}","{'key': 'prftPctSHEqty', 'value': '52'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The TJX Companies, Inc.'}"
"{'key': 'rank', 'value': '116'}","{'key': 'revenues', 'value': '25740'}","{'key': 'revChange', 'value': '1.2'}","{'key': 'profits', 'value': '2473'}","{'key': 'prftChange', 'value': '73.4'}","{'key': 'assets', 'value': '104938'}","{'key': 'totSHEqty', 'value': '25405'}","{'key': 'mktVal', 'value': '31820'}","{'key': 'prftPctSls', 'value': '31820'}","{'key': 'prftPctAsts', 'value': '2.4'}","{'key': 'prftPctSHEqty', 'value': '9.7'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Travelers Companies, Inc.'}"
"{'key': 'rank', 'value': '117'}","{'key': 'revenues', 'value': '25707.5'}","{'key': 'revChange', 'value': '-3.1'}","{'key': 'profits', 'value': '567'}","{'key': 'prftChange', 'value': '-15.3'}","{'key': 'assets', 'value': '10167.9'}","{'key': 'totSHEqty', 'value': '3905.7'}","{'key': 'mktVal', 'value': '4958.9'}","{'key': 'prftPctSls', 'value': '4958.9'}","{'key': 'prftPctAsts', 'value': '5.6'}","{'key': 'prftPctSHEqty', 'value': '14.5'}","{'key': 'industry', 'value': 'Wholesalers: Electronics and Office Equipment'}","{'key': 'hqState', 'value': 'AZ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avnet, Inc.'}"
"{'key': 'rank', 'value': '101'}","{'key': 'revenues', 'value': '29904'}","{'key': 'revChange', 'value': '1'}","{'key': 'profits', 'value': '4444'}","{'key': 'prftChange', 'value': '3.8'}","{'key': 'assets', 'value': '33876'}","{'key': 'totSHEqty', 'value': '17575'}","{'key': 'mktVal', 'value': '73352.9'}","{'key': 'prftPctSls', 'value': '73352.9'}","{'key': 'prftPctAsts', 'value': '13.1'}","{'key': 'prftPctSHEqty', 'value': '25.3'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': '3M Company'}"
"{'key': 'rank', 'value': '102'}","{'key': 'revenues', 'value': '29740'}","{'key': 'revChange', 'value': '9.2'}","{'key': 'profits', 'value': '2949'}","{'key': 'prftChange', 'value': '13'}","{'key': 'assets', 'value': '20555'}","{'key': 'totSHEqty', 'value': '-5431'}","{'key': 'mktVal', 'value': '32432.8'}","{'key': 'prftPctSls', 'value': '32432.8'}","{'key': 'prftPctAsts', 'value': '14.3'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'DIRECTV'}"
"{'key': 'rank', 'value': '103'}","{'key': 'revenues', 'value': '29119'}","{'key': 'revChange', 'value': '32.4'}","{'key': 'profits', 'value': '1623'}","{'key': 'prftChange', 'value': '22.3'}","{'key': 'assets', 'value': '53734'}","{'key': 'totSHEqty', 'value': '9769'}","{'key': 'mktVal', 'value': '17835'}","{'key': 'prftPctSls', 'value': '17835'}","{'key': 'prftPctAsts', 'value': '3'}","{'key': 'prftPctSHEqty', 'value': '16.6'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CIGNA Corporation'}"
"{'key': 'rank', 'value': '104'}","{'key': 'revenues', 'value': '28776.4'}","{'key': 'revChange', 'value': '-8.5'}","{'key': 'profits', 'value': '970.9'}","{'key': 'prftChange', 'value': '11.2'}","{'key': 'assets', 'value': '17522.6'}","{'key': 'totSHEqty', 'value': '8942'}","{'key': 'mktVal', 'value': '12151.2'}","{'key': 'prftPctSls', 'value': '12151.2'}","{'key': 'prftPctAsts', 'value': '5.5'}","{'key': 'prftPctSHEqty', 'value': '10.9'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Murphy Oil Corporation'}"
"{'key': 'rank', 'value': '105'}","{'key': 'revenues', 'value': '28729'}","{'key': 'revChange', 'value': '-0.8'}","{'key': 'profits', 'value': '3019'}","{'key': 'prftChange', 'value': '4.6'}","{'key': 'assets', 'value': '68304'}","{'key': 'totSHEqty', 'value': '29877'}","{'key': 'mktVal', 'value': '53862.6'}","{'key': 'prftPctSls', 'value': '53862.6'}","{'key': 'prftPctAsts', 'value': '4.4'}","{'key': 'prftPctSHEqty', 'value': '10.1'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Time Warner Inc.'}"
"{'key': 'rank', 'value': '106'}","{'key': 'revenues', 'value': '28503'}","{'key': 'revChange', 'value': '14.8'}","{'key': 'profits', 'value': '2635'}","{'key': 'prftChange', 'value': '-7.2'}","{'key': 'assets', 'value': '27410'}","{'key': 'totSHEqty', 'value': '15765'}","{'key': 'mktVal', 'value': '37654.6'}","{'key': 'prftPctSls', 'value': '37654.6'}","{'key': 'prftPctAsts', 'value': '9.6'}","{'key': 'prftPctSHEqty', 'value': '16.7'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Halliburton Company'}"
"{'key': 'rank', 'value': '107'}","{'key': 'revenues', 'value': '27833'}","{'key': 'revChange', 'value': '6.9'}","{'key': 'profits', 'value': '794'}","{'key': 'prftChange', 'value': '-40.8'}","{'key': 'assets', 'value': '32153'}","{'key': 'totSHEqty', 'value': '6304'}","{'key': 'mktVal', 'value': '20551.5'}","{'key': 'prftPctSls', 'value': '20551.5'}","{'key': 'prftPctAsts', 'value': '2.5'}","{'key': 'prftPctSHEqty', 'value': '12.6'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Paper Company'}"
"{'key': 'rank', 'value': '100'}","{'key': 'revenues', 'value': '30356.30'}","{'key': 'revChange', 'value': '-1.10'}","{'key': 'profits', 'value': '748.50'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '153543.20'}","{'key': 'totSHEqty', 'value': '13825.70'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.50'}","{'key': 'prftPctSHEqty', 'value': '5.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nationwide Mutual Insurance Co.'}"
"{'key': 'rank', 'value': '99'}","{'key': 'revenues', 'value': '31377.00'}","{'key': 'revChange', 'value': '0.90'}","{'key': 'profits', 'value': '8800.00'}","{'key': 'prftChange', 'value': '2.40'}","{'key': 'assets', 'value': '37670.00'}","{'key': 'totSHEqty', 'value': '-3476.00'}","{'key': 'mktVal', 'value': '152766.50'}","{'key': 'prftPctSls', 'value': '152766.50'}","{'key': 'prftPctAsts', 'value': '23.40'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Tobacco'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Philip Morris International Inc.'}"
"{'key': 'rank', 'value': '98'}","{'key': 'revenues', 'value': '31513.00'}","{'key': 'revChange', 'value': '-3.60'}","{'key': 'profits', 'value': '-332.00'}","{'key': 'prftChange', 'value': '-113.10'}","{'key': 'assets', 'value': '34309.00'}","{'key': 'totSHEqty', 'value': '11390.00'}","{'key': 'mktVal', 'value': '24921.30'}","{'key': 'prftPctSls', 'value': '24921.30'}","{'key': 'prftPctAsts', 'value': '-1.00'}","{'key': 'prftPctSHEqty', 'value': '-2.90'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Dynamics Corporation'}"
"{'key': 'rank', 'value': '97'}","{'key': 'revenues', 'value': '32156.00'}","{'key': 'revChange', 'value': '-5.60'}","{'key': 'profits', 'value': '2060.00'}","{'key': 'prftChange', 'value': '-13.80'}","{'key': 'assets', 'value': '451775.50'}","{'key': 'totSHEqty', 'value': '29309.00'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.50'}","{'key': 'prftPctSHEqty', 'value': '7.00'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teachers Insurance and Annuity Association College Retiremen'}"
"{'key': 'rank', 'value': '96'}","{'key': 'revenues', 'value': '32355.00'}","{'key': 'revChange', 'value': '-17.80'}","{'key': 'profits', 'value': '68.00'}","{'key': 'prftChange', 'value': '-98.30'}","{'key': 'assets', 'value': '780960.00'}","{'key': 'totSHEqty', 'value': '62109.00'}","{'key': 'mktVal', 'value': '43108.40'}","{'key': 'prftPctSls', 'value': '43108.40'}","{'key': 'prftPctAsts', 'value': '0.00'}","{'key': 'prftPctSHEqty', 'value': '0.10'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Morgan Stanley'}"
"{'key': 'rank', 'value': '95'}","{'key': 'revenues', 'value': '32484.00'}","{'key': 'revChange', 'value': '8.50'}","{'key': 'profits', 'value': '743.00'}","{'key': 'prftChange', 'value': '36.10'}","{'key': 'assets', 'value': '10702.00'}","{'key': 'totSHEqty', 'value': '4251.00'}","{'key': 'mktVal', 'value': '8046.20'}","{'key': 'prftPctSls', 'value': '8046.20'}","{'key': 'prftPctAsts', 'value': '6.90'}","{'key': 'prftPctSHEqty', 'value': '17.50'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tesoro Corporation'}"
"{'key': 'rank', 'value': '94'}","{'key': 'revenues', 'value': '32872.20'}","{'key': 'revChange', 'value': '35.70'}","{'key': 'profits', 'value': '1114.60'}","{'key': 'prftChange', 'value': '27.00'}","{'key': 'assets', 'value': '216533.40'}","{'key': 'totSHEqty', 'value': '12686.90'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.50'}","{'key': 'prftPctSHEqty', 'value': '8.80'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Massachusetts Mutual Life Insurance Company'}"
"{'key': 'rank', 'value': '93'}","{'key': 'revenues', 'value': '33278.00'}","{'key': 'revChange', 'value': '3.10'}","{'key': 'profits', 'value': '583.00'}","{'key': 'prftChange', 'value': '-22.30'}","{'key': 'assets', 'value': '11896.00'}","{'key': 'totSHEqty', 'value': '6012.00'}","{'key': 'mktVal', 'value': '8799.50'}","{'key': 'prftPctSls', 'value': '8799.50'}","{'key': 'prftPctAsts', 'value': '4.90'}","{'key': 'prftPctSHEqty', 'value': '9.70'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tyson Foods, Inc.'}"
"{'key': 'rank', 'value': '92'}","{'key': 'revenues', 'value': '33315.00'}","{'key': 'revChange', 'value': '2.00'}","{'key': 'profits', 'value': '2306.00'}","{'key': 'prftChange', 'value': '192.60'}","{'key': 'assets', 'value': '126947.00'}","{'key': 'totSHEqty', 'value': '20580.00'}","{'key': 'mktVal', 'value': '23428.30'}","{'key': 'prftPctSls', 'value': '23428.30'}","{'key': 'prftPctAsts', 'value': '1.80'}","{'key': 'prftPctSHEqty', 'value': '11.20'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Allstate Corporation'}"
"{'key': 'rank', 'value': '91'}","{'key': 'revenues', 'value': '33706.00'}","{'key': 'revChange', 'value': '0.90'}","{'key': 'profits', 'value': '1179.00'}","{'key': 'prftChange', 'value': '-57.00'}","{'key': 'assets', 'value': '56663.00'}","{'key': 'totSHEqty', 'value': '24684.00'}","{'key': 'mktVal', 'value': '70943.60'}","{'key': 'prftPctSls', 'value': '70943.60'}","{'key': 'prftPctAsts', 'value': '2.10'}","{'key': 'prftPctSHEqty', 'value': '4.80'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'News Corporation'}"
"{'key': 'rank', 'value': '90'}","{'key': 'revenues', 'value': '33808.00'}","{'key': 'revChange', 'value': '4.70'}","{'key': 'profits', 'value': '4482.00'}","{'key': 'prftChange', 'value': '-9.20'}","{'key': 'assets', 'value': '153140.00'}","{'key': 'totSHEqty', 'value': '18886.00'}","{'key': 'mktVal', 'value': '74519.80'}","{'key': 'prftPctSls', 'value': '74519.80'}","{'key': 'prftPctAsts', 'value': '2.90'}","{'key': 'prftPctSHEqty', 'value': '23.70'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Express Company'}"
"{'key': 'rank', 'value': '89'}","{'key': 'revenues', 'value': '34308.60'}","{'key': 'revChange', 'value': '-0.20'}","{'key': 'profits', 'value': '1333.20'}","{'key': 'prftChange', 'value': '139.20'}","{'key': 'assets', 'value': '222724.40'}","{'key': 'totSHEqty', 'value': '16568.50'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '0.60'}","{'key': 'prftPctSHEqty', 'value': '8.00'}","{'key': 'industry', 'value': 'Insurance: Life, Health (Mutual)'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'New York Life Insurance Company'}"
"{'key': 'rank', 'value': '88'}","{'key': 'revenues', 'value': '35015.00'}","{'key': 'revChange', 'value': '-35.60'}","{'key': 'profits', 'value': '3028.00'}","{'key': 'prftChange', 'value': '-14.10'}","{'key': 'assets', 'value': '75478.00'}","{'key': 'totSHEqty', 'value': '32215.00'}","{'key': 'mktVal', 'value': '54442.30'}","{'key': 'prftPctSls', 'value': '54442.30'}","{'key': 'prftPctAsts', 'value': '4.00'}","{'key': 'prftPctSHEqty', 'value': '9.40'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mondelez International, Inc.'}"
"{'key': 'rank', 'value': '87'}","{'key': 'revenues', 'value': '35345.00'}","{'key': 'revChange', 'value': '4.90'}","{'key': 'profits', 'value': '-4326.00'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '51570.00'}","{'key': 'totSHEqty', 'value': '7087.00'}","{'key': 'mktVal', 'value': '18696.90'}","{'key': 'prftPctSls', 'value': '18696.90'}","{'key': 'prftPctAsts', 'value': '-8.40'}","{'key': 'prftPctSHEqty', 'value': '-61.00'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'KS'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sprint Nextel Corporation'}"
"{'key': 'rank', 'value': '86'}","{'key': 'revenues', 'value': '36100.00'}","{'key': 'revChange', 'value': '-3.80'}","{'key': 'profits', 'value': '-1040.00'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '12053.00'}","{'key': 'totSHEqty', 'value': '21.00'}","{'key': 'mktVal', 'value': '1075.80'}","{'key': 'prftPctSls', 'value': '1075.80'}","{'key': 'prftPctAsts', 'value': '-8.60'}","{'key': 'prftPctSHEqty', 'value': '-4952.40'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Supervalu Inc.'}"
"{'key': 'rank', 'value': '85'}","{'key': 'revenues', 'value': '36157.10'}","{'key': 'revChange', 'value': '12.90'}","{'key': 'profits', 'value': '3064.70'}","{'key': 'prftChange', 'value': '9.50'}","{'key': 'assets', 'value': '56265.80'}","{'key': 'totSHEqty', 'value': '6842.10'}","{'key': 'mktVal', 'value': '33494.00'}","{'key': 'prftPctSls', 'value': '33494.00'}","{'key': 'prftPctAsts', 'value': '5.40'}","{'key': 'prftPctSHEqty', 'value': '44.80'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Deere &amp; Company'}"
