0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '402'}","{'key': 'revenues', 'value': '6765'}","{'key': 'revchange', 'value': '-3.5'}","{'key': 'profits', 'value': '13'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1734'}","{'key': 'employees', 'value': '10591'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Cary'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pantry'}"
"{'key': 'rank', 'value': '401'}","{'key': 'revenues', 'value': '6777'}","{'key': 'revchange', 'value': '7.3'}","{'key': 'profits', 'value': '314'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '20947'}","{'key': 'employees', 'value': '13500'}","{'key': 'mktval', 'value': '18604'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Broomfield'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Telecommunications'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Level 3 Communications'}"
"{'key': 'rank', 'value': '400'}","{'key': 'revenues', 'value': '6780'}","{'key': 'revchange', 'value': '1.3'}","{'key': 'profits', 'value': '332'}","{'key': 'prftchange', 'value': '2.5'}","{'key': 'assets', 'value': '4170'}","{'key': 'employees', 'value': '30800'}","{'key': 'mktval', 'value': '5624'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqcity', 'value': 'Little Rock'}","{'key': 'hqstate', 'value': 'AR'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dillard's""}"
"{'key': 'rank', 'value': '399'}","{'key': 'revenues', 'value': '6784'}","{'key': 'revchange', 'value': '-2.6'}","{'key': 'profits', 'value': '75'}","{'key': 'prftchange', 'value': '-59.2'}","{'key': 'assets', 'value': '7858'}","{'key': 'employees', 'value': '21100'}","{'key': 'mktval', 'value': '3830'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqcity', 'value': 'Perrysburg'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Materials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Owens-Illinois'}"
"{'key': 'rank', 'value': '398'}","{'key': 'revenues', 'value': '6792'}","{'key': 'revchange', 'value': '-5'}","{'key': 'profits', 'value': '-787'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '13191'}","{'key': 'employees', 'value': '8300'}","{'key': 'mktval', 'value': '1367'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Peabody Energy'}"
"{'key': 'rank', 'value': '397'}","{'key': 'revenues', 'value': '6794'}","{'key': 'revchange', 'value': '12'}","{'key': 'profits', 'value': '126'}","{'key': 'prftchange', 'value': '16.3'}","{'key': 'assets', 'value': '2297'}","{'key': 'employees', 'value': '8700'}","{'key': 'mktval', 'value': '3858'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqcity', 'value': 'Providence'}","{'key': 'hqstate', 'value': 'RI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Natural Foods'}"
"{'key': 'rank', 'value': '396'}","{'key': 'revenues', 'value': '6799'}","{'key': 'revchange', 'value': '14.1'}","{'key': 'profits', 'value': '359'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5163'}","{'key': 'employees', 'value': '15250'}","{'key': 'mktval', 'value': '7251'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Wichita'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Spirit AeroSystems Holdings'}"
"{'key': 'rank', 'value': '395'}","{'key': 'revenues', 'value': '6802'}","{'key': 'revchange', 'value': '4.5'}","{'key': 'profits', 'value': '624'}","{'key': 'prftchange', 'value': '-43.3'}","{'key': 'assets', 'value': '8818'}","{'key': 'employees', 'value': '7468'}","{'key': 'mktval', 'value': '8692'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Irving'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Chemicals'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Celanese'}"
"{'key': 'rank', 'value': '394'}","{'key': 'revenues', 'value': '6808'}","{'key': 'revchange', 'value': '-11.4'}","{'key': 'profits', 'value': '309'}","{'key': 'prftchange', 'value': '-2.7'}","{'key': 'assets', 'value': '4587'}","{'key': 'employees', 'value': '12000'}","{'key': 'mktval', 'value': '3813'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Oshkosh'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Oshkosh'}"
"{'key': 'rank', 'value': '393'}","{'key': 'revenues', 'value': '6815'}","{'key': 'revchange', 'value': '9.7'}","{'key': 'profits', 'value': '344'}","{'key': 'prftchange', 'value': '2'}","{'key': 'assets', 'value': '3436'}","{'key': 'employees', 'value': '24800'}","{'key': 'mktval', 'value': '6770'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Coraopolis'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dick's Sporting Goods""}"
"{'key': 'rank', 'value': '392'}","{'key': 'revenues', 'value': '6867'}","{'key': 'revchange', 'value': '6'}","{'key': 'profits', 'value': '-91'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5988'}","{'key': 'employees', 'value': '10950'}","{'key': 'mktval', 'value': '5084'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'Beverly Hills'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Media'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Live Nation Entertainment'}"
"{'key': 'rank', 'value': '391'}","{'key': 'revenues', 'value': '6878'}","{'key': 'revchange', 'value': '4.2'}","{'key': 'profits', 'value': '292'}","{'key': 'prftchange', 'value': '-18.8'}","{'key': 'assets', 'value': '34481'}","{'key': 'employees', 'value': '5276'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Omaha'}","{'key': 'hqstate', 'value': 'NE'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mutual of Omaha Insurance'}"
"{'key': 'rank', 'value': '390'}","{'key': 'revenues', 'value': '6957'}","{'key': 'revchange', 'value': '2'}","{'key': 'profits', 'value': '338'}","{'key': 'prftchange', 'value': '29.5'}","{'key': 'assets', 'value': '6269'}","{'key': 'employees', 'value': '38441'}","{'key': 'mktval', 'value': '6845'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Newport News'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Huntington Ingalls Industries'}"
"{'key': 'rank', 'value': '389'}","{'key': 'revenues', 'value': '6981'}","{'key': 'revchange', 'value': '2.9'}","{'key': 'profits', 'value': '504'}","{'key': 'prftchange', 'value': '-30.4'}","{'key': 'assets', 'value': '10831'}","{'key': 'employees', 'value': '21400'}","{'key': 'mktval', 'value': '13953'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqcity', 'value': 'Santa Clara'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Agilent Technologies'}"
"{'key': 'rank', 'value': '388'}","{'key': 'revenues', 'value': '7057'}","{'key': 'revchange', 'value': '0.1'}","{'key': 'profits', 'value': '116'}","{'key': 'prftchange', 'value': '49.5'}","{'key': 'assets', 'value': '3689'}","{'key': 'employees', 'value': '9293'}","{'key': 'mktval', 'value': '1874'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqcity', 'value': 'Irving'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Materials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Commercial Metals'}"
"{'key': 'rank', 'value': '387'}","{'key': 'revenues', 'value': '7073'}","{'key': 'revchange', 'value': '-12.7'}","{'key': 'profits', 'value': '540'}","{'key': 'prftchange', 'value': '-25'}","{'key': 'assets', 'value': '137048'}","{'key': 'employees', 'value': '3095'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Newport Beach'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pacific Life'}"
"{'key': 'rank', 'value': '386'}","{'key': 'revenues', 'value': '7112'}","{'key': 'revchange', 'value': '2.8'}","{'key': 'profits', 'value': '426'}","{'key': 'prftchange', 'value': '1.6'}","{'key': 'assets', 'value': '2827'}","{'key': 'employees', 'value': '39500'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Phoenix'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PetSmart'}"
"{'key': 'rank', 'value': '385'}","{'key': 'revenues', 'value': '7129'}","{'key': 'revchange', 'value': '11.2'}","{'key': 'profits', 'value': '649'}","{'key': 'prftchange', 'value': '29.8'}","{'key': 'assets', 'value': '21717'}","{'key': 'employees', 'value': '7521'}","{'key': 'mktval', 'value': '6355'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'Greenwich'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'W.R. Berkley'}"
"{'key': 'rank', 'value': '384'}","{'key': 'revenues', 'value': '7151'}","{'key': 'revchange', 'value': '9.9'}","{'key': 'profits', 'value': '520'}","{'key': 'prftchange', 'value': '21.2'}","{'key': 'assets', 'value': '3577'}","{'key': 'employees', 'value': '29568'}","{'key': 'mktval', 'value': '8798'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Foot Locker'}"
"{'key': 'rank', 'value': '383'}","{'key': 'revenues', 'value': '7179'}","{'key': 'revchange', 'value': '9.3'}","{'key': 'profits', 'value': '477'}","{'key': 'prftchange', 'value': '5.5'}","{'key': 'assets', 'value': '19185'}","{'key': 'employees', 'value': '7726'}","{'key': 'mktval', 'value': '9644'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Jackson'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CMS Energy'}"
"{'key': 'rank', 'value': '382'}","{'key': 'revenues', 'value': '7194'}","{'key': 'revchange', 'value': '8.1'}","{'key': 'profits', 'value': '127'}","{'key': 'prftchange', 'value': '22.2'}","{'key': 'assets', 'value': '2305'}","{'key': 'employees', 'value': '20924'}","{'key': 'mktval', 'value': '3501'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Ankeny'}","{'key': 'hqstate', 'value': 'IA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Casey's General Stores""}"
"{'key': 'rank', 'value': '381'}","{'key': 'revenues', 'value': '7216'}","{'key': 'revchange', 'value': '8.5'}","{'key': 'profits', 'value': '778'}","{'key': 'prftchange', 'value': '16.1'}","{'key': 'assets', 'value': '6540'}","{'key': 'employees', 'value': '50853'}","{'key': 'mktval', 'value': '22014'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Springfield'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""O'Reilly Automotive""}"
