0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '30'}","{'key': 'revenues', 'value': '82386'}","{'key': 'revchange', 'value': '-6.7'}","{'key': 'profits', 'value': '14912'}","{'key': 'prftchange', 'value': '-13.5'}","{'key': 'assets', 'value': '1792077'}","{'key': 'mktval', 'value': '165394'}","{'key': 'employees', 'value': '219000'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'rankchange', 'value': '-1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Citigroup'}"
"{'key': 'rank', 'value': '29'}","{'key': 'revenues', 'value': '84863'}","{'key': 'revchange', 'value': '7.2'}","{'key': 'profits', 'value': '2469.8'}","{'key': 'prftchange', 'value': '-3.5'}","{'key': 'assets', 'value': '65083'}","{'key': 'mktval', 'value': '43813'}","{'key': 'employees', 'value': '53000'}","{'key': 'rankchange1000', 'value': '4'}","{'key': 'rankchange', 'value': '4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anthem'}"
"{'key': 'rank', 'value': '28'}","{'key': 'revenues', 'value': '85320'}","{'key': 'revchange', 'value': '-8.8'}","{'key': 'profits', 'value': '16798'}","{'key': 'prftchange', 'value': '37.8'}","{'key': 'assets', 'value': '193694'}","{'key': 'mktval', 'value': '508935'}","{'key': 'employees', 'value': '114000'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'rankchange', 'value': '-3'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Microsoft'}"
"{'key': 'rank', 'value': '27'}","{'key': 'revenues', 'value': '90272'}","{'key': 'revchange', 'value': '20.4'}","{'key': 'profits', 'value': '19478'}","{'key': 'prftchange', 'value': '19.1'}","{'key': 'assets', 'value': '167497'}","{'key': 'mktval', 'value': '579426'}","{'key': 'employees', 'value': '72053'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': '9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alphabet'}"
"{'key': 'rank', 'value': '26'}","{'key': 'revenues', 'value': '93662'}","{'key': 'revchange', 'value': '0.7'}","{'key': 'profits', 'value': '17906'}","{'key': 'prftchange', 'value': '12.7'}","{'key': 'assets', 'value': '2187702'}","{'key': 'mktval', 'value': '236182'}","{'key': 'employees', 'value': '208024'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bank of America Corp.'}"
"{'key': 'rank', 'value': '25'}","{'key': 'revenues', 'value': '94176'}","{'key': 'revchange', 'value': '4.6'}","{'key': 'profits', 'value': '21938'}","{'key': 'prftchange', 'value': '-4.2'}","{'key': 'assets', 'value': '1930115'}","{'key': 'mktval', 'value': '278516'}","{'key': 'employees', 'value': '269100'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Wells Fargo'}"
"{'key': 'rank', 'value': '24'}","{'key': 'revenues', 'value': '94571'}","{'key': 'revchange', 'value': '-1.6'}","{'key': 'profits', 'value': '4895'}","{'key': 'prftchange', 'value': '-5.4'}","{'key': 'assets', 'value': '89997'}","{'key': 'mktval', 'value': '107546'}","{'key': 'employees', 'value': '150540'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boeing'}"
"{'key': 'rank', 'value': '23'}","{'key': 'revenues', 'value': '94595'}","{'key': 'revchange', 'value': '6.9'}","{'key': 'profits', 'value': '7957'}","{'key': 'prftchange', 'value': '13.5'}","{'key': 'assets', 'value': '42966'}","{'key': 'mktval', 'value': '176368'}","{'key': 'employees', 'value': '406000'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'rankchange', 'value': '5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Home Depot'}"
"{'key': 'rank', 'value': '22'}","{'key': 'revenues', 'value': '100288'}","{'key': 'revchange', 'value': '-1.4'}","{'key': 'profits', 'value': '3404.4'}","{'key': 'prftchange', 'value': '37.5'}","{'key': 'assets', 'value': '51745'}","{'key': 'mktval', 'value': '39567'}","{'key': 'employees', 'value': '25600'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Express Scripts Holding'}"
"{'key': 'rank', 'value': '21'}","{'key': 'revenues', 'value': '105486'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '24733'}","{'key': 'prftchange', 'value': '1.2'}","{'key': 'assets', 'value': '2490972'}","{'key': 'mktval', 'value': '313761'}","{'key': 'employees', 'value': '243355'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'J.P. Morgan Chase'}"
"{'key': 'rank', 'value': '60'}","{'key': 'revenues', 'value': '49247'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '10739'}","{'key': 'prftchange', 'value': '19.6'}","{'key': 'assets', 'value': '121652'}","{'key': 'mktval', 'value': '169266'}","{'key': 'employees', 'value': '73700'}","{'key': 'rankchange1000', 'value': '-6'}","{'key': 'rankchange', 'value': '-6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cisco Systems'}"
"{'key': 'rank', 'value': '59'}","{'key': 'revenues', 'value': '50123'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '3161'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '79679'}","{'key': 'mktval', 'value': '39288'}","{'key': 'employees', 'value': '195000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hewlett Packard Enterprise'}"
"{'key': 'rank', 'value': '58'}","{'key': 'revenues', 'value': '50365'}","{'key': 'revchange', 'value': '6.1'}","{'key': 'profits', 'value': '1820'}","{'key': 'prftchange', 'value': '73.3'}","{'key': 'assets', 'value': '46064'}","{'key': 'mktval', 'value': '52178'}","{'key': 'employees', 'value': '335767'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'FedEx'}"
"{'key': 'rank', 'value': '57'}","{'key': 'revenues', 'value': '50367'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'profits', 'value': '949.6'}","{'key': 'prftchange', 'value': '38.3'}","{'key': 'assets', 'value': '16722'}","{'key': 'mktval', 'value': '28048'}","{'key': 'employees', 'value': '51900'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sysco'}"
"{'key': 'rank', 'value': '56'}","{'key': 'revenues', 'value': '50658'}","{'key': 'revchange', 'value': '9.8'}","{'key': 'profits', 'value': '5302'}","{'key': 'prftchange', 'value': '47.1'}","{'key': 'assets', 'value': '47806'}","{'key': 'mktval', 'value': '77557'}","{'key': 'employees', 'value': '97000'}","{'key': 'rankchange1000', 'value': '4'}","{'key': 'rankchange', 'value': '4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lockheed Martin'}"
"{'key': 'rank', 'value': '55'}","{'key': 'revenues', 'value': '52367'}","{'key': 'revchange', 'value': '-10.2'}","{'key': 'profits', 'value': '-849'}","{'key': 'prftchange', 'value': '-138.7'}","{'key': 'assets', 'value': '498264'}","{'key': 'mktval', 'value': '61154'}","{'key': 'employees', 'value': '56400'}","{'key': 'rankchange1000', 'value': '-6'}","{'key': 'rankchange', 'value': '-6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AIG'}"
"{'key': 'rank', 'value': '54'}","{'key': 'revenues', 'value': '52824'}","{'key': 'revchange', 'value': '8.1'}","{'key': 'profits', 'value': '7215'}","{'key': 'prftchange', 'value': '3.7'}","{'key': 'assets', 'value': '171615'}","{'key': 'mktval', 'value': '203725'}","{'key': 'employees', 'value': '96500'}","{'key': 'rankchange1000', 'value': '1'}","{'key': 'rankchange', 'value': '1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pfizer'}"
"{'key': 'rank', 'value': '53'}","{'key': 'revenues', 'value': '54379'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '614'}","{'key': 'prftchange', 'value': '-51.9'}","{'key': 'assets', 'value': '25396'}","{'key': 'mktval', 'value': '29743'}","{'key': 'employees', 'value': '51600'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'rankchange', 'value': '-1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Humana'}"
"{'key': 'rank', 'value': '52'}","{'key': 'revenues', 'value': '55632'}","{'key': 'revchange', 'value': '6'}","{'key': 'profits', 'value': '9391'}","{'key': 'prftchange', 'value': '12'}","{'key': 'assets', 'value': '92033'}","{'key': 'mktval', 'value': '179298'}","{'key': 'employees', 'value': '195000'}","{'key': 'rankchange1000', 'value': '1'}","{'key': 'rankchange', 'value': '1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Disney'}"
"{'key': 'rank', 'value': '51'}","{'key': 'revenues', 'value': '55858'}","{'key': 'revchange', 'value': '-13.5'}","{'key': 'profits', 'value': '1174'}","{'key': 'prftchange', 'value': '-58.8'}","{'key': 'assets', 'value': '44413'}","{'key': 'mktval', 'value': '26679'}","{'key': 'employees', 'value': '44460'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'rankchange', 'value': '-9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Marathon Petroleum'}"
"{'key': 'rank', 'value': '50'}","{'key': 'revenues', 'value': '57244'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '5055'}","{'key': 'prftchange', 'value': '-33.6'}","{'key': 'assets', 'value': '89706'}","{'key': 'mktval', 'value': '89957'}","{'key': 'employees', 'value': '201600'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': '-5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Technologies'}"
"{'key': 'rank', 'value': '49'}","{'key': 'revenues', 'value': '58734'}","{'key': 'revchange', 'value': '115.9'}","{'key': 'profits', 'value': '-502.2'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '23770'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '274000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Albertsons Cos.'}"
"{'key': 'rank', 'value': '48'}","{'key': 'revenues', 'value': '58779'}","{'key': 'revchange', 'value': '2.9'}","{'key': 'profits', 'value': '4368'}","{'key': 'prftchange', 'value': '-22.6'}","{'key': 'assets', 'value': '783962'}","{'key': 'mktval', 'value': '45912'}","{'key': 'employees', 'value': '49739'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Prudential Financial'}"
"{'key': 'rank', 'value': '47'}","{'key': 'revenues', 'value': '59387'}","{'key': 'revchange', 'value': '7.3'}","{'key': 'profits', 'value': '10316'}","{'key': 'prftchange', 'value': '-9.7'}","{'key': 'assets', 'value': '113327'}","{'key': 'mktval', 'value': '170539'}","{'key': 'employees', 'value': '106000'}","{'key': 'rankchange1000', 'value': '4'}","{'key': 'rankchange', 'value': '4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Intel'}"
"{'key': 'rank', 'value': '46'}","{'key': 'revenues', 'value': '60906'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '3431'}","{'key': 'prftchange', 'value': '-29.2'}","{'key': 'assets', 'value': '40377'}","{'key': 'mktval', 'value': '93276'}","{'key': 'employees', 'value': '335520'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UPS'}"
"{'key': 'rank', 'value': '45'}","{'key': 'revenues', 'value': '62346'}","{'key': 'revchange', 'value': '-7.9'}","{'key': 'profits', 'value': '1279'}","{'key': 'prftchange', 'value': '-30.8'}","{'key': 'assets', 'value': '39769'}","{'key': 'mktval', 'value': '26274'}","{'key': 'employees', 'value': '31800'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'rankchange', 'value': '-4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Archer Daniels Midland'}"
"{'key': 'rank', 'value': '44'}","{'key': 'revenues', 'value': '62799'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '6329'}","{'key': 'prftchange', 'value': '16.1'}","{'key': 'assets', 'value': '74129'}","{'key': 'mktval', 'value': '159763'}","{'key': 'employees', 'value': '264000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PepsiCo'}"
"{'key': 'rank', 'value': '43'}","{'key': 'revenues', 'value': '63155'}","{'key': 'revchange', 'value': '4.7'}","{'key': 'profits', 'value': '2271'}","{'key': 'prftchange', 'value': '-5'}","{'key': 'assets', 'value': '69146'}","{'key': 'mktval', 'value': '44859'}","{'key': 'employees', 'value': '49500'}","{'key': 'rankchange1000', 'value': '3'}","{'key': 'rankchange', 'value': '3'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aetna'}"
"{'key': 'rank', 'value': '42'}","{'key': 'revenues', 'value': '63476'}","{'key': 'revchange', 'value': '-9.3'}","{'key': 'profits', 'value': '800'}","{'key': 'prftchange', 'value': '-84.9'}","{'key': 'assets', 'value': '898764'}","{'key': 'mktval', 'value': '57429'}","{'key': 'employees', 'value': '58000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': '-2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MetLife'}"
"{'key': 'rank', 'value': '41'}","{'key': 'revenues', 'value': '64806'}","{'key': 'revchange', 'value': '18.1'}","{'key': 'profits', 'value': '-1672'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '118206'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '138000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dell Technologies'}"
"{'key': 'rank', 'value': '80'}","{'key': 'revenues', 'value': '37105'}","{'key': 'revchange', 'value': '5.5'}","{'key': 'profits', 'value': '1492.3'}","{'key': 'prftchange', 'value': '22.9'}","{'key': 'assets', 'value': '523194'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '12997'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TIAA'}"
"{'key': 'rank', 'value': '79'}","{'key': 'revenues', 'value': '37504'}","{'key': 'revchange', 'value': '-11'}","{'key': 'profits', 'value': '995'}","{'key': 'prftchange', 'value': '-16.3'}","{'key': 'assets', 'value': '79011'}","{'key': 'mktval', 'value': '21292'}","{'key': 'employees', 'value': '30992'}","{'key': 'rankchange1000', 'value': '-14'}","{'key': 'rankchange', 'value': '-14'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Energy Transfer Equity'}"
"{'key': 'rank', 'value': '78'}","{'key': 'revenues', 'value': '37712'}","{'key': 'revchange', 'value': '-3.8'}","{'key': 'profits', 'value': '7398'}","{'key': 'prftchange', 'value': '21.6'}","{'key': 'assets', 'value': '860165'}","{'key': 'mktval', 'value': '91380'}","{'key': 'employees', 'value': '34400'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'rankchange', 'value': '-4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Goldman Sachs Group'}"
"{'key': 'rank', 'value': '77'}","{'key': 'revenues', 'value': '37788'}","{'key': 'revchange', 'value': '-1.2'}","{'key': 'profits', 'value': '1273.5'}","{'key': 'prftchange', 'value': '-10.6'}","{'key': 'assets', 'value': '271040'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '11737'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'rankchange', 'value': '-1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Massachusetts Mutual Life Insurance'}"
"{'key': 'rank', 'value': '76'}","{'key': 'revenues', 'value': '37949'}","{'key': 'revchange', 'value': '0.1'}","{'key': 'profits', 'value': '5979'}","{'key': 'prftchange', 'value': '-2.4'}","{'key': 'assets', 'value': '814949'}","{'key': 'mktval', 'value': '79947'}","{'key': 'employees', 'value': '55311'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Morgan Stanley'}"
"{'key': 'rank', 'value': '75'}","{'key': 'revenues', 'value': '38308'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '1006'}","{'key': 'prftchange', 'value': '95.7'}","{'key': 'assets', 'value': '125592'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '50000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': '-2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Liberty Mutual Insurance Group'}"
"{'key': 'rank', 'value': '74'}","{'key': 'revenues', 'value': '38537'}","{'key': 'revchange', 'value': '-18'}","{'key': 'profits', 'value': '-67'}","{'key': 'prftchange', 'value': '-103.2'}","{'key': 'assets', 'value': '74704'}","{'key': 'mktval', 'value': '54402'}","{'key': 'employees', 'value': '95400'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'rankchange', 'value': '-15'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Caterpillar'}"
"{'key': 'rank', 'value': '73'}","{'key': 'revenues', 'value': '39302'}","{'key': 'revchange', 'value': '1.9'}","{'key': 'profits', 'value': '4809'}","{'key': 'prftchange', 'value': '0.9'}","{'key': 'assets', 'value': '54146'}","{'key': 'mktval', 'value': '94991'}","{'key': 'employees', 'value': '131000'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Honeywell International'}"
"{'key': 'rank', 'value': '72'}","{'key': 'revenues', 'value': '39403'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'profits', 'value': '1228'}","{'key': 'prftchange', 'value': '36.9'}","{'key': 'assets', 'value': '13856'}","{'key': 'mktval', 'value': '15193'}","{'key': 'employees', 'value': '125000'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'rankchange', 'value': '-1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Best Buy'}"
"{'key': 'rank', 'value': '71'}","{'key': 'revenues', 'value': '39639'}","{'key': 'revchange', 'value': '-2.6'}","{'key': 'profits', 'value': '4373'}","{'key': 'prftchange', 'value': '-3.4'}","{'key': 'assets', 'value': '51261'}","{'key': 'mktval', 'value': '33586'}","{'key': 'employees', 'value': '83756'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'rankchange', 'value': '-3'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Delta Air Lines'}"
"{'key': 'rank', 'value': '70'}","{'key': 'revenues', 'value': '39668'}","{'key': 'revchange', 'value': '4.7'}","{'key': 'profits', 'value': '1867'}","{'key': 'prftchange', 'value': '-10.8'}","{'key': 'assets', 'value': '59360'}","{'key': 'mktval', 'value': '37604'}","{'key': 'employees', 'value': '41000'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': '9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cigna'}"
"{'key': 'rank', 'value': '69'}","{'key': 'revenues', 'value': '39807'}","{'key': 'revchange', 'value': '0.8'}","{'key': 'profits', 'value': '3920'}","{'key': 'prftchange', 'value': '-11.8'}","{'key': 'assets', 'value': '95377'}","{'key': 'mktval', 'value': '174454'}","{'key': 'employees', 'value': '68000'}","{'key': 'rankchange1000', 'value': '3'}","{'key': 'rankchange', 'value': '3'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Merck'}"
"{'key': 'rank', 'value': '68'}","{'key': 'revenues', 'value': '40074'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '334.3'}","{'key': 'prftchange', 'value': '-42.4'}","{'key': 'assets', 'value': '197790'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '34320'}","{'key': 'rankchange1000', 'value': '1'}","{'key': 'rankchange', 'value': '1'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Nationwide'}"
"{'key': 'rank', 'value': '67'}","{'key': 'revenues', 'value': '40180'}","{'key': 'revchange', 'value': '-2'}","{'key': 'profits', 'value': '2676'}","{'key': 'prftchange', 'value': '-64.8'}","{'key': 'assets', 'value': '51274'}","{'key': 'mktval', 'value': '21326'}","{'key': 'employees', 'value': '122300'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Airlines Group'}"
